gene_id	colors
ENSG00000260261.2	blue
ENSG00000260265.1	brown
ENSG00000260266.1	grey
ENSG00000260267.1	grey
ENSG00000260269.5	yellow
ENSG00000260273.1	grey
ENSG00000260274.1	brown
ENSG00000260276.2	blue
ENSG00000260277.2	blue
ENSG00000260279.4	black
ENSG00000260281.6	black
ENSG00000260284.1	brown
ENSG00000260285.1	blue
ENSG00000260288.4	blue
ENSG00000260289.2	tan
ENSG00000260290.2	cyan
ENSG00000260293.2	grey60
ENSG00000260296.1	midnightblue
ENSG00000260302.3	red
ENSG00000260306.1	midnightblue
ENSG00000260310.1	grey
ENSG00000260314.3	red
ENSG00000260316.2	blue
ENSG00000260317.1	blue
ENSG00000260318.1	grey
ENSG00000260325.2	blue
ENSG00000260328.1	greenyellow
ENSG00000260329.1	turquoise
ENSG00000260331.1	blue
ENSG00000260337.4	brown
ENSG00000260339.1	grey
ENSG00000260352.1	grey
ENSG00000260360.1	grey
ENSG00000260361.1	blue
ENSG00000260366.1	grey
ENSG00000260367.2	blue
ENSG00000260368.1	blue
ENSG00000260369.2	grey
ENSG00000260372.7	grey
ENSG00000260377.1	brown
ENSG00000260382.1	grey
ENSG00000260386.6	grey
ENSG00000260388.2	grey
ENSG00000260390.1	grey
ENSG00000260398.1	brown
ENSG00000260400.1	grey60
ENSG00000260404.3	black
ENSG00000260409.1	grey
ENSG00000260412.1	grey
ENSG00000260418.1	purple
ENSG00000260423.2	blue
ENSG00000260425.1	blue
ENSG00000260428.3	blue
ENSG00000260430.2	brown
ENSG00000260439.1	turquoise
ENSG00000260442.5	grey60
ENSG00000260448.6	grey
ENSG00000260454.2	magenta
ENSG00000260455.2	grey60
ENSG00000260456.7	grey
ENSG00000260458.3	grey
ENSG00000260459.2	purple
ENSG00000260464.1	grey
ENSG00000260466.1	turquoise
ENSG00000260468.1	purple
ENSG00000260469.3	grey
ENSG00000260473.2	grey60
ENSG00000260475.1	blue
ENSG00000260476.1	lightcyan
ENSG00000260478.2	blue
ENSG00000260484.1	grey
ENSG00000260487.1	grey
ENSG00000260490.2	cyan
ENSG00000260493.1	blue
ENSG00000260495.1	blue
ENSG00000260509.2	grey60
ENSG00000260517.3	turquoise
ENSG00000260518.2	tan
ENSG00000260526.1	blue
ENSG00000260528.5	black
ENSG00000260536.1	black
ENSG00000260541.1	grey
ENSG00000260549.2	magenta
ENSG00000260552.1	grey
ENSG00000260555.1	midnightblue
ENSG00000260563.3	grey
ENSG00000260565.7	black
ENSG00000260572.1	grey
ENSG00000260577.2	magenta
ENSG00000260578.1	turquoise
ENSG00000260581.1	greenyellow
ENSG00000260583.1	grey
ENSG00000260585.1	grey
ENSG00000260588.1	grey
ENSG00000260589.1	blue
ENSG00000260593.1	blue
ENSG00000260597.1	lightcyan
ENSG00000260604.2	grey
ENSG00000260615.1	grey
ENSG00000260618.1	black
ENSG00000260619.1	blue
ENSG00000260625.3	royalblue
ENSG00000260628.5	purple
ENSG00000260630.7	midnightblue
ENSG00000260633.1	grey
ENSG00000260635.1	black
ENSG00000260641.1	grey
ENSG00000260643.2	grey
ENSG00000260644.6	tan
ENSG00000260645.2	brown
ENSG00000260646.1	brown
ENSG00000260647.1	blue
ENSG00000260653.6	grey
ENSG00000260657.2	blue
ENSG00000260658.6	purple
ENSG00000260668.1	grey
ENSG00000260669.2	blue
ENSG00000260671.2	black
ENSG00000260673.1	greenyellow
ENSG00000260676.5	blue
ENSG00000260677.1	grey
ENSG00000260685.1	purple
ENSG00000260698.1	blue
ENSG00000260704.1	brown
ENSG00000260708.1	royalblue
ENSG00000260710.1	brown
ENSG00000260711.2	brown
ENSG00000260719.1	red
ENSG00000260729.1	black
ENSG00000260735.2	black
ENSG00000260741.1	brown
ENSG00000260742.1	grey
ENSG00000260743.1	grey
ENSG00000260746.2	grey
ENSG00000260747.1	cyan
ENSG00000260751.2	blue
ENSG00000260757.1	grey
ENSG00000260761.1	tan
ENSG00000260763.1	lightcyan
ENSG00000260773.1	blue
ENSG00000260774.1	grey
ENSG00000260777.1	brown
ENSG00000260778.5	blue
ENSG00000260782.1	brown
ENSG00000260792.1	blue
ENSG00000260793.2	blue
ENSG00000260802.1	turquoise
ENSG00000260804.3	grey
ENSG00000260805.2	royalblue
ENSG00000260806.1	royalblue
ENSG00000260807.7	turquoise
ENSG00000260808.1	black
ENSG00000260810.1	magenta
ENSG00000260816.2	blue
ENSG00000260830.1	royalblue
ENSG00000260838.3	grey
ENSG00000260852.1	brown
ENSG00000260853.2	black
ENSG00000260855.1	brown
ENSG00000260868.1	turquoise
ENSG00000260871.1	grey
ENSG00000260874.5	black
ENSG00000260876.6	turquoise
ENSG00000260877.2	magenta
ENSG00000260884.1	blue
ENSG00000260886.2	blue
ENSG00000260887.3	blue
ENSG00000260891.1	blue
ENSG00000260896.6	grey
ENSG00000260898.6	red
ENSG00000260903.3	grey60
ENSG00000260908.1	grey
ENSG00000260910.2	turquoise
ENSG00000260911.2	blue
ENSG00000260912.1	brown
ENSG00000260913.1	grey
ENSG00000260916.7	red
ENSG00000260917.1	grey
ENSG00000260918.1	grey
ENSG00000260920.2	grey60
ENSG00000260923.7	grey
ENSG00000260924.2	blue
ENSG00000260927.2	blue
ENSG00000260930.2	lightcyan
ENSG00000260941.1	grey
ENSG00000260942.1	blue
ENSG00000260947.1	turquoise
ENSG00000260948.1	brown
ENSG00000260949.1	grey
ENSG00000260955.2	blue
ENSG00000260958.3	tan
ENSG00000260971.4	black
ENSG00000260976.2	grey
ENSG00000260978.1	tan
ENSG00000260979.1	brown
ENSG00000260988.1	blue
ENSG00000260992.1	royalblue
ENSG00000260996.1	turquoise
ENSG00000260997.1	red
ENSG00000261000.1	blue
ENSG00000261002.5	black
ENSG00000261008.7	lightcyan
ENSG00000261019.1	blue
ENSG00000261026.1	white
ENSG00000261039.3	red
ENSG00000261040.7	brown
ENSG00000261051.1	magenta
ENSG00000261056.2	black
ENSG00000261060.1	grey60
ENSG00000261061.1	green
ENSG00000261064.1	grey
ENSG00000261067.7	blue
ENSG00000261068.2	purple
ENSG00000261072.2	magenta
ENSG00000261079.1	grey
ENSG00000261083.3	midnightblue
ENSG00000261087.1	grey
ENSG00000261089.1	grey
ENSG00000261092.1	magenta
ENSG00000261094.2	blue
ENSG00000261098.1	yellow
ENSG00000261101.2	grey
ENSG00000261104.1	greenyellow
ENSG00000261105.6	blue
ENSG00000261114.1	black
ENSG00000261115.6	brown
ENSG00000261117.1	grey
ENSG00000261118.1	blue
ENSG00000261122.6	grey
ENSG00000261123.1	grey
ENSG00000261126.7	blue
ENSG00000261131.1	blue
ENSG00000261135.1	blue
ENSG00000261136.1	blue
ENSG00000261141.1	black
ENSG00000261143.1	grey
ENSG00000261150.3	purple
ENSG00000261159.1	blue
ENSG00000261167.1	yellow
ENSG00000261168.1	grey
ENSG00000261170.2	magenta
ENSG00000261172.1	grey
ENSG00000261173.1	blue
ENSG00000261175.6	magenta
ENSG00000261183.5	purple
ENSG00000261186.2	grey
ENSG00000261187.1	blue
ENSG00000261188.1	grey
ENSG00000261189.1	greenyellow
ENSG00000261192.1	grey
ENSG00000261204.1	grey
ENSG00000261207.1	black
ENSG00000261210.8	grey
ENSG00000261211.1	purple
ENSG00000261216.1	black
ENSG00000261218.5	red
ENSG00000261220.2	blue
ENSG00000261221.4	green
ENSG00000261222.3	red
ENSG00000261226.1	red
ENSG00000261235.1	purple
ENSG00000261236.8	green
ENSG00000261239.6	tan
ENSG00000261241.7	grey
ENSG00000261242.1	grey
ENSG00000261243.1	black
ENSG00000261250.1	brown
ENSG00000261251.1	grey
ENSG00000261253.2	grey
ENSG00000261267.1	grey
ENSG00000261268.1	greenyellow
ENSG00000261270.1	black
ENSG00000261272.1	grey
ENSG00000261286.1	brown
ENSG00000261292.2	turquoise
ENSG00000261303.6	grey
ENSG00000261305.2	grey
ENSG00000261308.3	grey60
ENSG00000261319.1	tan
ENSG00000261324.2	blue
ENSG00000261326.4	blue
ENSG00000261327.5	turquoise
ENSG00000261329.6	black
ENSG00000261332.1	grey
ENSG00000261335.1	grey
ENSG00000261338.2	midnightblue
ENSG00000261341.6	grey
ENSG00000261342.1	grey
ENSG00000261349.1	black
ENSG00000261351.2	blue
ENSG00000261357.1	brown
ENSG00000261360.1	blue
ENSG00000261366.1	black
ENSG00000261367.1	brown
ENSG00000261371.6	turquoise
ENSG00000261373.1	grey
ENSG00000261377.5	turquoise
ENSG00000261379.1	grey
ENSG00000261386.2	blue
ENSG00000261390.6	grey
ENSG00000261404.7	lightcyan
ENSG00000261408.7	blue
ENSG00000261409.1	brown
ENSG00000261416.1	red
ENSG00000261420.1	black
ENSG00000261423.1	grey
ENSG00000261431.1	royalblue
ENSG00000261437.1	purple
ENSG00000261441.1	brown
ENSG00000261447.1	brown
ENSG00000261455.1	royalblue
ENSG00000261456.6	blue
ENSG00000261460.1	black
ENSG00000261461.1	grey
ENSG00000261465.7	brown
ENSG00000261468.1	turquoise
ENSG00000261469.1	purple
ENSG00000261471.1	red
ENSG00000261474.1	blue
ENSG00000261478.1	grey
ENSG00000261481.1	royalblue
ENSG00000261485.1	blue
ENSG00000261488.1	brown
ENSG00000261490.1	blue
ENSG00000261499.2	black
ENSG00000261502.4	purple
ENSG00000261504.1	turquoise
ENSG00000261505.1	blue
ENSG00000261512.2	grey
ENSG00000261520.5	red
ENSG00000261526.2	blue
ENSG00000261534.1	turquoise
ENSG00000261542.1	grey
ENSG00000261546.1	black
ENSG00000261549.2	tan
ENSG00000261553.5	greenyellow
ENSG00000261556.10	blue
ENSG00000261557.1	cyan
ENSG00000261559.1	magenta
ENSG00000261560.1	black
ENSG00000261570.2	blue
ENSG00000261572.1	grey
ENSG00000261575.2	grey
ENSG00000261578.1	grey
ENSG00000261582.1	black
ENSG00000261583.1	purple
ENSG00000261587.2	grey
ENSG00000261588.1	blue
ENSG00000261594.4	grey60
ENSG00000261596.2	grey
ENSG00000261599.6	tan
ENSG00000261600.1	grey
ENSG00000261603.3	grey
ENSG00000261609.8	yellow
ENSG00000261613.2	grey
ENSG00000261616.1	turquoise
ENSG00000261618.2	red
ENSG00000261620.1	pink
ENSG00000261625.1	turquoise
ENSG00000261632.1	brown
ENSG00000261634.4	tan
ENSG00000261644.2	red
ENSG00000261645.7	brown
ENSG00000261649.6	lightcyan
ENSG00000261652.3	grey
ENSG00000261654.1	grey
ENSG00000261655.1	turquoise
ENSG00000261656.6	brown
ENSG00000261659.2	grey
ENSG00000261663.1	blue
ENSG00000261664.5	brown
ENSG00000261668.1	grey
ENSG00000261669.1	black
ENSG00000261670.1	grey
ENSG00000261671.1	turquoise
ENSG00000261678.3	grey
ENSG00000261693.1	grey
ENSG00000261701.7	turquoise
ENSG00000261706.1	magenta
ENSG00000261707.1	turquoise
ENSG00000261713.6	midnightblue
ENSG00000261716.2	grey
ENSG00000261723.1	black
ENSG00000261730.1	grey
ENSG00000261732.1	blue
ENSG00000261737.1	greenyellow
ENSG00000261742.6	turquoise
ENSG00000261744.1	black
ENSG00000261754.2	grey
ENSG00000261757.1	grey
ENSG00000261761.5	tan
ENSG00000261762.1	pink
ENSG00000261766.1	black
ENSG00000261770.1	grey
ENSG00000261773.1	grey
ENSG00000261777.6	grey
ENSG00000261780.3	magenta
ENSG00000261783.1	grey
ENSG00000261786.1	grey
ENSG00000261787.2	lightcyan
ENSG00000261790.2	blue
ENSG00000261794.1	midnightblue
ENSG00000261795.1	red
ENSG00000261798.1	blue
ENSG00000261799.1	yellow
ENSG00000261801.6	midnightblue
ENSG00000261804.2	purple
ENSG00000261812.6	grey
ENSG00000261819.1	grey
ENSG00000261821.2	grey
ENSG00000261824.7	grey
ENSG00000261829.1	grey
ENSG00000261838.5	grey
ENSG00000261839.1	grey
ENSG00000261840.3	royalblue
ENSG00000261842.1	blue
ENSG00000261848.5	grey
ENSG00000261864.1	blue
ENSG00000261879.7	grey
ENSG00000261884.2	blue
ENSG00000261886.1	blue
ENSG00000261888.1	grey
ENSG00000261889.1	grey
ENSG00000261924.1	grey
ENSG00000261934.2	yellow
ENSG00000261949.6	grey60
ENSG00000261971.8	grey
ENSG00000261996.1	purple
ENSG00000261997.1	black
ENSG00000262001.1	blue
ENSG00000262003.1	magenta
ENSG00000262050.1	grey
ENSG00000262061.6	turquoise
ENSG00000262074.7	grey
ENSG00000262075.3	turquoise
ENSG00000262089.1	grey
ENSG00000262096.2	yellow
ENSG00000262097.2	turquoise
ENSG00000262098.1	blue
ENSG00000262115.1	blue
ENSG00000262117.5	grey
ENSG00000262133.1	midnightblue
ENSG00000262136.1	grey
ENSG00000262147.1	grey
ENSG00000262152.7	grey
ENSG00000262155.2	grey60
ENSG00000262165.2	green
ENSG00000262179.3	grey
ENSG00000262185.3	turquoise
ENSG00000262188.2	brown
ENSG00000262198.1	grey
ENSG00000262202.4	grey
ENSG00000262209.3	yellow
ENSG00000262223.8	grey
ENSG00000262227.1	yellow
ENSG00000262228.2	blue
ENSG00000262246.6	green
ENSG00000262248.1	black
ENSG00000262267.6	tan
ENSG00000262294.1	brown
ENSG00000262298.1	black
ENSG00000262312.2	red
ENSG00000262333.1	darkturquoise
ENSG00000262362.1	grey
ENSG00000262370.6	red
ENSG00000262406.3	red
ENSG00000262410.1	blue
ENSG00000262420.3	grey
ENSG00000262434.1	black
ENSG00000262445.3	grey
ENSG00000262454.4	turquoise
ENSG00000262468.6	blue
ENSG00000262482.1	blue
ENSG00000262484.1	blue
ENSG00000262488.1	red
ENSG00000262500.1	grey
ENSG00000262503.1	grey
ENSG00000262519.1	grey
ENSG00000262539.1	grey
ENSG00000262558.1	brown
ENSG00000262576.3	yellow
ENSG00000262580.5	blue
ENSG00000262583.1	grey
ENSG00000262585.1	brown
ENSG00000262587.2	royalblue
ENSG00000262619.2	grey
ENSG00000262652.1	black
ENSG00000262655.4	turquoise
ENSG00000262663.1	black
ENSG00000262668.2	magenta
ENSG00000262678.1	black
ENSG00000262681.2	greenyellow
ENSG00000262686.1	grey
ENSG00000262691.1	grey
ENSG00000262692.1	blue
ENSG00000262693.1	grey
ENSG00000262703.1	black
ENSG00000262712.1	grey
ENSG00000262714.1	purple
ENSG00000262766.1	black
ENSG00000262768.2	blue
ENSG00000262772.2	blue
ENSG00000262777.1	black
ENSG00000262801.6	grey
ENSG00000262814.8	green
ENSG00000262823.1	red
ENSG00000262873.2	midnightblue
ENSG00000262874.2	magenta
ENSG00000262877.5	blue
ENSG00000262879.6	yellow
ENSG00000262884.1	brown
ENSG00000262898.3	red
ENSG00000262902.1	grey
ENSG00000262903.1	blue
ENSG00000262904.1	pink
ENSG00000262905.1	grey
ENSG00000262919.8	green
ENSG00000262920.5	midnightblue
ENSG00000262943.7	purple
ENSG00000262979.1	blue
ENSG00000263001.7	yellow
ENSG00000263002.8	grey
ENSG00000263004.2	royalblue
ENSG00000263006.6	grey
ENSG00000263011.1	blue
ENSG00000263033.2	grey
ENSG00000263050.1	grey
ENSG00000263063.1	grey
ENSG00000263069.6	black
ENSG00000263072.8	blue
ENSG00000263080.1	grey
ENSG00000263089.1	black
ENSG00000263105.1	grey
ENSG00000263120.1	black
ENSG00000263126.1	blue
ENSG00000263146.2	grey
ENSG00000263155.6	brown
ENSG00000263164.1	blue
ENSG00000263201.1	grey
ENSG00000263235.1	blue
ENSG00000263264.2	midnightblue
ENSG00000263266.2	darkred
ENSG00000263272.1	blue
ENSG00000263276.1	black
ENSG00000263280.2	grey
ENSG00000263293.2	turquoise
ENSG00000263301.1	grey
ENSG00000263307.1	black
ENSG00000263316.1	purple
ENSG00000263321.1	grey
ENSG00000263325.1	purple
ENSG00000263326.1	black
ENSG00000263327.6	black
ENSG00000263345.1	blue
ENSG00000263368.1	grey
ENSG00000263393.1	black
ENSG00000263400.8	brown
ENSG00000263412.1	blue
ENSG00000263427.1	grey
ENSG00000263429.3	brown
ENSG00000263432.2	turquoise
ENSG00000263465.4	purple
ENSG00000263482.3	red
ENSG00000263503.1	grey
ENSG00000263508.6	brown
ENSG00000263513.5	pink
ENSG00000263515.1	black
ENSG00000263528.8	greenyellow
ENSG00000263531.1	blue
ENSG00000263535.2	magenta
ENSG00000263551.6	tan
ENSG00000263563.6	cyan
ENSG00000263586.1	turquoise
ENSG00000263603.1	blue
ENSG00000263624.1	black
ENSG00000263627.1	grey
ENSG00000263639.7	purple
ENSG00000263648.1	grey
ENSG00000263655.1	red
ENSG00000263657.1	grey
ENSG00000263680.2	grey
ENSG00000263711.6	tan
ENSG00000263718.2	brown
ENSG00000263724.2	tan
ENSG00000263731.1	pink
ENSG00000263740.2	grey
ENSG00000263745.7	lightcyan
ENSG00000263753.8	turquoise
ENSG00000263766.5	blue
ENSG00000263786.1	black
ENSG00000263818.5	darkturquoise
ENSG00000263823.1	green
ENSG00000263826.1	black
ENSG00000263834.1	black
ENSG00000263843.1	pink
ENSG00000263847.1	black
ENSG00000263874.2	midnightblue
ENSG00000263884.1	blue
ENSG00000263893.2	purple
ENSG00000263916.1	black
ENSG00000263934.5	grey
ENSG00000263946.1	brown
ENSG00000263956.6	blue
ENSG00000263958.2	grey
ENSG00000263961.8	grey
ENSG00000263968.2	black
ENSG00000263990.1	blue
ENSG00000264007.1	grey
ENSG00000264015.2	grey
ENSG00000264016.3	brown
ENSG00000264026.2	grey
ENSG00000264057.1	black
ENSG00000264067.1	turquoise
ENSG00000264070.1	grey
ENSG00000264080.1	tan
ENSG00000264107.1	green
ENSG00000264112.1	blue
ENSG00000264148.1	brown
ENSG00000264175.1	brown
ENSG00000264176.1	grey
ENSG00000264177.1	blue
ENSG00000264188.1	black
ENSG00000264204.2	grey
ENSG00000264207.1	grey
ENSG00000264229.1	grey
ENSG00000264230.9	greenyellow
ENSG00000264235.6	blue
ENSG00000264247.2	grey
ENSG00000264269.1	greenyellow
ENSG00000264278.1	grey
ENSG00000264281.3	darkred
ENSG00000264290.1	blue
ENSG00000264301.1	grey
ENSG00000264304.1	black
ENSG00000264350.1	green
ENSG00000264364.3	grey
ENSG00000264391.2	grey
ENSG00000264424.1	turquoise
ENSG00000264425.1	grey
ENSG00000264443.1	brown
ENSG00000264456.1	grey
ENSG00000264458.1	lightcyan
ENSG00000264500.1	yellow
ENSG00000264513.1	blue
ENSG00000264520.1	black
ENSG00000264522.6	brown
ENSG00000264538.6	blue
ENSG00000264546.1	blue
ENSG00000264548.1	blue
ENSG00000264569.1	brown
ENSG00000264573.2	black
ENSG00000264575.1	grey
ENSG00000264577.1	blue
ENSG00000264635.1	black
ENSG00000264644.1	grey
ENSG00000264647.1	blue
ENSG00000264655.1	grey
ENSG00000264660.2	tan
ENSG00000264672.6	grey
ENSG00000264707.1	red
ENSG00000264714.1	grey
ENSG00000264727.1	turquoise
ENSG00000264734.1	tan
ENSG00000264743.2	grey
ENSG00000264745.1	red
ENSG00000264769.1	black
ENSG00000264772.6	blue
ENSG00000264775.1	cyan
ENSG00000264785.1	grey
ENSG00000264808.1	grey
ENSG00000264812.1	blue
ENSG00000264859.6	grey
ENSG00000264920.2	grey
ENSG00000264924.1	black
ENSG00000264943.1	blue
ENSG00000264954.2	grey
ENSG00000264964.2	brown
ENSG00000264968.1	brown
ENSG00000265008.1	grey
ENSG00000265010.1	black
ENSG00000265018.6	grey
ENSG00000265055.2	grey60
ENSG00000265060.2	tan
ENSG00000265096.2	red
ENSG00000265100.1	blue
ENSG00000265102.1	blue
ENSG00000265107.3	turquoise
ENSG00000265121.1	blue
ENSG00000265136.1	black
ENSG00000265142.9	midnightblue
ENSG00000265148.6	red
ENSG00000265158.1	grey
ENSG00000265178.1	blue
ENSG00000265179.7	turquoise
ENSG00000265185.6	grey
ENSG00000265190.7	greenyellow
ENSG00000265194.1	yellow
ENSG00000265203.2	brown
ENSG00000265205.1	black
ENSG00000265206.5	red
ENSG00000265218.1	black
ENSG00000265222.1	grey
ENSG00000265241.7	green
ENSG00000265246.1	brown
ENSG00000265282.1	blue
ENSG00000265293.2	black
ENSG00000265298.1	blue
ENSG00000265313.7	grey
ENSG00000265321.1	grey
ENSG00000265342.1	grey
ENSG00000265354.4	green
ENSG00000265366.6	blue
ENSG00000265399.1	grey
ENSG00000265413.1	brown
ENSG00000265417.1	tan
ENSG00000265451.1	grey
ENSG00000265452.1	blue
ENSG00000265458.2	grey
ENSG00000265460.6	grey
ENSG00000265465.1	blue
ENSG00000265474.1	blue
ENSG00000265478.2	grey
ENSG00000265479.7	grey
ENSG00000265480.5	brown
ENSG00000265485.7	turquoise
ENSG00000265491.5	turquoise
ENSG00000265511.1	blue
ENSG00000265519.1	yellow
ENSG00000265531.3	red
ENSG00000265574.1	grey
ENSG00000265590.10	grey
ENSG00000265612.1	red
ENSG00000265625.1	grey
ENSG00000265646.2	tan
ENSG00000265660.1	yellow
ENSG00000265666.1	midnightblue
ENSG00000265678.1	blue
ENSG00000265681.7	grey
ENSG00000265683.1	blue
ENSG00000265688.2	grey60
ENSG00000265692.1	grey60
ENSG00000265702.2	grey
ENSG00000265717.1	tan
ENSG00000265728.1	grey
ENSG00000265735.2	grey
ENSG00000265743.1	red
ENSG00000265749.6	brown
ENSG00000265750.1	grey
ENSG00000265752.3	turquoise
ENSG00000265763.4	grey
ENSG00000265778.3	grey
ENSG00000265787.2	midnightblue
ENSG00000265790.1	tan
ENSG00000265791.1	blue
ENSG00000265798.6	grey
ENSG00000265800.1	black
ENSG00000265806.1	grey
ENSG00000265808.4	grey
ENSG00000265817.4	yellow
ENSG00000265907.2	black
ENSG00000265912.1	blue
ENSG00000265917.1	blue
ENSG00000265929.1	lightyellow
ENSG00000265933.5	tan
ENSG00000265936.1	cyan
ENSG00000265939.1	grey
ENSG00000265943.1	grey
ENSG00000265962.1	grey
ENSG00000265972.6	midnightblue
ENSG00000265975.1	red
ENSG00000265982.1	blue
ENSG00000265996.1	midnightblue
ENSG00000266010.2	turquoise
ENSG00000266017.1	grey
ENSG00000266028.7	grey
ENSG00000266049.1	tan
ENSG00000266053.2	blue
ENSG00000266066.1	grey
ENSG00000266074.10	grey
ENSG00000266075.2	blue
ENSG00000266088.6	red
ENSG00000266094.8	grey
ENSG00000266145.1	brown
ENSG00000266171.1	black
ENSG00000266173.7	black
ENSG00000266235.1	black
ENSG00000266236.1	blue
ENSG00000266256.3	turquoise
ENSG00000266258.1	grey
ENSG00000266265.4	magenta
ENSG00000266274.2	red
ENSG00000266278.1	magenta
ENSG00000266289.1	turquoise
ENSG00000266302.6	grey
ENSG00000266306.1	brown
ENSG00000266313.2	darkturquoise
ENSG00000266338.6	yellow
ENSG00000266340.1	black
ENSG00000266357.6	grey
ENSG00000266369.1	tan
ENSG00000266378.1	red
ENSG00000266389.1	red
ENSG00000266392.1	grey
ENSG00000266401.2	grey
ENSG00000266402.3	blue
ENSG00000266405.3	grey
ENSG00000266412.5	yellow
ENSG00000266445.1	black
ENSG00000266446.1	grey
ENSG00000266456.1	black
ENSG00000266472.6	green
ENSG00000266473.1	royalblue
ENSG00000266490.1	blue
ENSG00000266521.1	grey
ENSG00000266524.3	turquoise
ENSG00000266541.1	grey
ENSG00000266553.2	grey
ENSG00000266554.2	grey
ENSG00000266560.5	tan
ENSG00000266563.1	green
ENSG00000266573.6	grey60
ENSG00000266578.2	grey
ENSG00000266601.1	yellow
ENSG00000266602.2	tan
ENSG00000266634.1	brown
ENSG00000266643.1	blue
ENSG00000266644.1	black
ENSG00000266651.1	black
ENSG00000266680.1	grey
ENSG00000266708.1	black
ENSG00000266709.1	red
ENSG00000266714.9	midnightblue
ENSG00000266717.1	black
ENSG00000266718.2	black
ENSG00000266729.5	lightcyan
ENSG00000266733.7	blue
ENSG00000266736.1	tan
ENSG00000266743.1	tan
ENSG00000266750.1	red
ENSG00000266767.1	brown
ENSG00000266777.1	blue
ENSG00000266783.1	grey
ENSG00000266801.1	grey
ENSG00000266805.1	brown
ENSG00000266821.1	blue
ENSG00000266826.2	grey
ENSG00000266830.1	grey60
ENSG00000266835.6	red
ENSG00000266846.2	grey
ENSG00000266850.1	grey
ENSG00000266865.6	brown
ENSG00000266869.2	lightcyan
ENSG00000266891.1	magenta
ENSG00000266896.1	blue
ENSG00000266897.1	black
ENSG00000266900.1	black
ENSG00000266903.2	red
ENSG00000266904.6	brown
ENSG00000266910.2	blue
ENSG00000266913.1	turquoise
ENSG00000266916.7	brown
ENSG00000266920.1	cyan
ENSG00000266921.2	brown
ENSG00000266922.1	brown
ENSG00000266933.2	grey
ENSG00000266934.1	black
ENSG00000266936.1	black
ENSG00000266944.1	grey
ENSG00000266947.1	grey
ENSG00000266962.2	green
ENSG00000266967.7	blue
ENSG00000266969.1	black
ENSG00000266970.1	grey
ENSG00000266976.3	blue
ENSG00000266983.1	blue
ENSG00000266993.3	black
ENSG00000266995.1	grey
ENSG00000267002.4	blue
ENSG00000267009.6	grey
ENSG00000267011.5	grey
ENSG00000267013.6	red
ENSG00000267015.1	brown
ENSG00000267023.5	yellow
ENSG00000267026.5	blue
ENSG00000267040.6	blue
ENSG00000267041.6	grey
ENSG00000267046.1	red
ENSG00000267048.1	blue
ENSG00000267049.1	blue
ENSG00000267052.3	magenta
ENSG00000267053.8	blue
ENSG00000267056.2	grey
ENSG00000267057.6	lightcyan
ENSG00000267058.1	grey
ENSG00000267060.7	turquoise
ENSG00000267064.2	grey
ENSG00000267065.2	grey
ENSG00000267069.1	magenta
ENSG00000267073.1	greenyellow
ENSG00000267074.1	red
ENSG00000267080.6	green
ENSG00000267082.1	blue
ENSG00000267089.1	brown
ENSG00000267092.2	grey
ENSG00000267096.1	blue
ENSG00000267100.1	royalblue
ENSG00000267102.1	grey
ENSG00000267106.8	grey
ENSG00000267107.8	turquoise
ENSG00000267108.1	grey
ENSG00000267114.1	blue
ENSG00000267117.1	blue
ENSG00000267119.1	darkred
ENSG00000267121.6	red
ENSG00000267123.7	magenta
ENSG00000267127.7	blue
ENSG00000267128.2	brown
ENSG00000267130.1	brown
ENSG00000267131.1	brown
ENSG00000267134.3	grey
ENSG00000267141.1	black
ENSG00000267142.1	grey
ENSG00000267147.2	grey
ENSG00000267149.2	grey
ENSG00000267150.1	blue
ENSG00000267151.5	greenyellow
ENSG00000267152.1	brown
ENSG00000267156.1	grey
ENSG00000267169.2	blue
ENSG00000267174.5	grey
ENSG00000267185.1	grey
ENSG00000267191.2	brown
ENSG00000267193.7	blue
ENSG00000267197.1	blue
ENSG00000267199.1	magenta
ENSG00000267201.1	magenta
ENSG00000267203.1	black
ENSG00000267213.4	blue
ENSG00000267216.1	black
ENSG00000267218.2	brown
ENSG00000267219.1	blue
ENSG00000267220.1	brown
ENSG00000267221.3	purple
ENSG00000267226.2	magenta
ENSG00000267244.5	black
ENSG00000267248.3	grey60
ENSG00000267249.1	grey
ENSG00000267251.2	blue
ENSG00000267254.7	brown
ENSG00000267255.1	blue
ENSG00000267258.1	cyan
ENSG00000267259.1	brown
ENSG00000267260.2	grey
ENSG00000267264.1	grey
ENSG00000267265.5	black
ENSG00000267270.6	blue
ENSG00000267272.5	turquoise
ENSG00000267274.1	black
ENSG00000267277.1	blue
ENSG00000267278.6	brown
ENSG00000267279.2	grey
ENSG00000267280.5	brown
ENSG00000267281.2	blue
ENSG00000267284.2	lightcyan
ENSG00000267287.1	turquoise
ENSG00000267288.2	blue
ENSG00000267289.1	grey
ENSG00000267293.1	grey
ENSG00000267296.2	brown
ENSG00000267301.1	greenyellow
ENSG00000267304.1	turquoise
ENSG00000267308.3	brown
ENSG00000267309.1	grey
ENSG00000267313.7	lightcyan
ENSG00000267317.2	grey
ENSG00000267319.1	grey
ENSG00000267321.3	royalblue
ENSG00000267322.2	blue
ENSG00000267325.2	grey
ENSG00000267327.2	lightcyan
ENSG00000267340.1	black
ENSG00000267342.1	blue
ENSG00000267344.1	blue
